shipment_issue,carrier,shipping_method,distance,package_type,location,customer_tier,weather_conditions,holiday_period,pop_density
0,Carrier_A,Standard,251.57072771688414,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,363.75490692840134,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1991.1102174133923,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,924.989132825444,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,1429.4382900758599,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1776.3178660403587,Medium,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1207.3690906616093,Medium,Suburban,Premium,Rain,Holiday_Period_No,Medium
1,Carrier_A,Standard,996.4194109723162,Medium,Urban,Premium,Rain,Holiday_Period_No,High
0,Carrier_B,Expedited,1462.3583426615075,Medium,Suburban,Basic,Snow,Holiday_Period_No,Medium
1,Carrier_A,Standard,1732.377762289712,Medium,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_A,Expedited,1288.496065591906,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
1,Carrier_A,Standard,389.52790834085533,Large,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_A,Standard,671.8842469717633,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,1297.7896163902108,Large,Urban,Premium,Clear,Holiday_Period_Yes,High
0,Carrier_A,Standard,1698.3315196387773,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
1,Carrier_A,Expedited,585.9408716065966,Large,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_B,Standard,27.15126792181173,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,276.26478898781335,Medium,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_A,Expedited,1841.3238854670415,Large,Suburban,Basic,Snow,Holiday_Period_No,Medium
0,Carrier_A,Standard,822.1427846028475,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Expedited,940.2105731744759,Medium,Urban,Basic,Clear,Holiday_Period_No,High
1,Carrier_A,Standard,1504.0506918960098,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
1,Carrier_C,Standard,1335.044940906258,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
1,Carrier_B,Standard,567.6111170886153,Medium,Urban,Basic,Clear,Holiday_Period_No,High
1,Carrier_A,Standard,282.23594159925256,Medium,Urban,Premium,Rain,Holiday_Period_No,High
0,Carrier_C,Standard,1174.7427970015615,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Expedited,1686.7054992287883,Medium,Urban,Premium,Snow,Holiday_Period_No,High
0,Carrier_A,Standard,614.8995125452556,Large,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_C,Standard,429.2757802237081,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1743.4754695963602,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,718.5332029569593,Medium,Rural,Premium,Snow,Holiday_Period_No,Low
1,Carrier_C,Standard,272.34800448910846,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_C,Standard,301.03020835573903,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,110.62101497088511,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,1214.803031839972,Large,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_B,Standard,382.62821979434165,Medium,Urban,Premium,Clear,Holiday_Period_No,High
1,Carrier_C,Standard,703.5556842412183,Large,Suburban,Premium,Clear,Holiday_Period_Yes,Medium
0,Carrier_B,Standard,1841.2065200238003,Medium,Urban,Basic,Snow,Holiday_Period_No,High
0,Carrier_C,Expedited,964.9044213605353,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
1,Carrier_A,Expedited,152.83979343727776,Medium,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_A,Expedited,856.2652480196684,Large,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_B,Standard,331.85967416776543,Large,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1190.7751085383734,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1585.9458673901136,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,474.27009194505314,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,600.9570726132184,Medium,Rural,Premium,Rain,Holiday_Period_No,Low
0,Carrier_C,Expedited,73.14938973086339,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,1504.7952026644666,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,482.6813267690143,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,327.29387085284407,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,896.7317705234941,Large,Rural,Basic,Snow,Holiday_Period_No,Low
0,Carrier_A,Expedited,164.34241502781884,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1862.1057552322475,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,30.407747262545847,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,546.2249394116716,Large,Suburban,Premium,Rain,Holiday_Period_No,Medium
0,Carrier_C,Standard,616.536346954436,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,348.7135992879562,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,562.939738489264,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,714.2741817803592,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,277.90902904694957,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Expedited,1191.8632957856044,Medium,Rural,Basic,Snow,Holiday_Period_No,Low
0,Carrier_A,Expedited,1672.9354161381618,Medium,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_A,Standard,271.41769854232484,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1119.8346221970148,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,943.6200033362444,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,1506.9819897625212,Large,Rural,Basic,Snow,Holiday_Period_No,Low
0,Carrier_B,Standard,1606.6131802440018,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,241.24568736466105,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1139.5634442522162,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
1,Carrier_A,Standard,441.96463770530187,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,291.72925787169856,Large,Urban,Premium,Clear,Holiday_Period_No,High
1,Carrier_A,Expedited,821.3167365730462,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,1626.3657952317335,Medium,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_B,Expedited,835.7962232057869,Medium,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_B,Expedited,336.0780513647522,Large,Urban,Basic,Clear,Holiday_Period_Yes,High
0,Carrier_A,Expedited,1459.0986989517764,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,360.83402823030667,Medium,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1153.8260051553073,Medium,Urban,Basic,Snow,Holiday_Period_No,High
1,Carrier_A,Standard,935.5976729374833,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,598.9280717723923,Medium,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_A,Standard,1100.3936671618483,Large,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_A,Standard,300.81002312346175,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,46.15396364506224,Large,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_A,Standard,1796.7443974967364,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,1867.9637225050021,Large,Urban,Basic,Snow,Holiday_Period_Yes,High
0,Carrier_A,Standard,756.7243784425887,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
1,Carrier_A,Standard,1642.8941586997491,Large,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_A,Standard,499.44629891542553,Large,Suburban,Basic,Snow,Holiday_Period_No,Medium
0,Carrier_A,Expedited,1306.030093213809,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,691.6447876051151,Large,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_B,Expedited,551.5356574375958,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,1086.6477515404442,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1616.4187101570126,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,290.69579860631984,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,803.9710050769917,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,285.3049805924815,Medium,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_A,Standard,1321.7057845036336,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,1496.0028882853624,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,855.685347329499,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_B,Expedited,743.850071864934,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,991.82990928945,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,332.0389207095162,Large,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_A,Standard,1042.4281214748116,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,761.3198992922297,Large,Suburban,Basic,Clear,Holiday_Period_Yes,Medium
0,Carrier_A,Standard,1448.030716471394,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,244.40268809557094,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,1458.8820115965614,Medium,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_A,Standard,715.5963840463229,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_C,Expedited,736.0329009973716,Medium,Urban,Premium,Clear,Holiday_Period_Yes,High
0,Carrier_A,Standard,193.96199186117605,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Expedited,1478.932386190722,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_C,Expedited,1621.5557306271266,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,1844.5330817906815,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,228.09161138807843,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1019.9951648803725,Large,Urban,Basic,Snow,Holiday_Period_No,High
0,Carrier_B,Standard,1955.9590807403931,Medium,Rural,Basic,Snow,Holiday_Period_No,Low
0,Carrier_A,Standard,182.1934490815812,Large,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_A,Expedited,91.1777680386292,Medium,Suburban,Basic,Rain,Holiday_Period_No,Medium
1,Carrier_A,Expedited,497.9490863970492,Medium,Rural,Basic,Snow,Holiday_Period_No,Low
0,Carrier_B,Expedited,45.541511470495045,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1978.5812872676906,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1584.1861459640381,Medium,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_A,Standard,1900.9902842908932,Medium,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_A,Expedited,378.75853405952324,Medium,Suburban,Basic,Snow,Holiday_Period_No,Medium
0,Carrier_A,Standard,1581.1480247511195,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,14.421468225996932,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,251.04574897411825,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1043.8789803528402,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1825.3645072386594,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1599.3669639576174,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1636.2209428955955,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,1224.4373563333386,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,1667.3694110408474,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,166.969839802452,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,951.3645338784756,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1497.2125868026253,Medium,Suburban,Premium,Snow,Holiday_Period_No,Medium
0,Carrier_A,Standard,1778.10094374844,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Expedited,646.4922930361623,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_C,Expedited,1644.2026650829475,Large,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,777.5455049150249,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1369.9315519760362,Medium,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_B,Expedited,1490.4019571245858,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Expedited,1370.472026082514,Medium,Urban,Premium,Rain,Holiday_Period_No,High
0,Carrier_B,Standard,724.9560798323635,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,163.8131466430289,Large,Suburban,Basic,Clear,Holiday_Period_Yes,Medium
0,Carrier_A,Expedited,822.263053574763,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1792.149049168068,Large,Urban,Basic,Snow,Holiday_Period_No,High
0,Carrier_B,Expedited,737.2925026855419,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,349.4941060800622,Large,Urban,Basic,Clear,Holiday_Period_Yes,High
0,Carrier_B,Standard,22.580958189873744,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,664.8955997208957,Large,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,1506.9019336729104,Medium,Urban,Basic,Clear,Holiday_Period_No,High
1,Carrier_B,Expedited,343.7406814920237,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1367.5352668720175,Medium,Urban,Basic,Clear,Holiday_Period_No,High
1,Carrier_B,Expedited,192.78229529210105,Medium,Suburban,Basic,Clear,Holiday_Period_Yes,Medium
0,Carrier_A,Standard,309.05633361234305,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,1630.9774966442067,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,886.1645901435649,Medium,Rural,Basic,Snow,Holiday_Period_No,Low
0,Carrier_A,Standard,241.30761114986691,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1976.3539783545575,Large,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_B,Expedited,860.8422977585029,Medium,Urban,Basic,Snow,Holiday_Period_No,High
0,Carrier_A,Standard,169.3228182639666,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,1735.1999613521396,Medium,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_A,Standard,1132.8329998343886,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,1112.3028869843681,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,177.33840705552223,Medium,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_C,Standard,1317.0238415729057,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1761.2438365372216,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,881.4144078869662,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,774.8571653448572,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,402.496429510845,Medium,Urban,Basic,Snow,Holiday_Period_No,High
0,Carrier_B,Standard,1048.987861493684,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,500.4648814926779,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1949.4988538078203,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,1593.7326601690384,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1850.1533149453514,Large,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,1651.5541993769957,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,622.9179345672633,Large,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_A,Standard,874.667333255522,Medium,Suburban,Basic,Snow,Holiday_Period_No,Medium
0,Carrier_A,Expedited,699.9344262843333,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1413.233453507708,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,1449.789910997672,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1893.9510228714478,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,345.2485444157305,Medium,Urban,Basic,Clear,Holiday_Period_Yes,High
0,Carrier_A,Expedited,1642.6944192761493,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,1376.9745962383881,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1169.7984136927323,Medium,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1227.7986945517691,Large,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_A,Expedited,1927.6267090388762,Medium,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_A,Expedited,976.5823891321792,Large,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_B,Standard,1286.985927162768,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,1760.192114642837,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1552.2111939394858,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,1414.705563896548,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_C,Expedited,700.529362580365,Medium,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_B,Standard,1013.697617674787,Medium,Urban,Premium,Snow,Holiday_Period_No,High
0,Carrier_A,Standard,1408.9855572969147,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,366.59331948217033,Large,Suburban,Basic,Clear,Holiday_Period_Yes,Medium
1,Carrier_A,Standard,1595.8169997649395,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,976.7169422747393,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Expedited,783.7995577046066,Large,Rural,Basic,Snow,Holiday_Period_No,Low
0,Carrier_A,Expedited,1853.5984162209004,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_C,Expedited,915.3428683448922,Medium,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_A,Standard,452.81490504782886,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1771.0565749741652,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_B,Expedited,1854.2450324679878,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,791.1375152096473,Large,Suburban,Basic,Snow,Holiday_Period_Yes,Medium
0,Carrier_A,Expedited,314.7100986361649,Medium,Suburban,Basic,Snow,Holiday_Period_No,Medium
0,Carrier_C,Expedited,1257.0734068061226,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,978.3775947314433,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,270.03137452542336,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,580.7441099067147,Medium,Urban,Basic,Clear,Holiday_Period_No,High
1,Carrier_A,Standard,338.31487522304997,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Expedited,810.21478072476,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,866.4867004798884,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,743.0211914018661,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1060.3048970420455,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,196.22801902399863,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1639.1076008455827,Medium,Suburban,Premium,Snow,Holiday_Period_No,Medium
0,Carrier_B,Standard,1263.3048100623341,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1432.359605705028,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_C,Standard,132.26462626536548,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1290.456586725812,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1843.8472296629604,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,874.1741050049108,Large,Rural,Basic,Clear,Holiday_Period_Yes,Low
1,Carrier_A,Expedited,853.8597689766402,Large,Urban,Basic,Clear,Holiday_Period_No,High
1,Carrier_A,Standard,1251.5274786968487,Medium,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_C,Expedited,582.4130209664252,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1619.2973908163933,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,770.8990326994899,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,1328.9852465542667,Medium,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_B,Standard,1622.5936042270105,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,966.4240892073691,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,1469.355455333058,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,901.3193931208964,Medium,Suburban,Premium,Snow,Holiday_Period_No,Medium
0,Carrier_A,Expedited,99.24881045509944,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1463.0203996381904,Large,Suburban,Basic,Snow,Holiday_Period_No,Medium
0,Carrier_A,Standard,1356.220300712487,Large,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,220.89661412989867,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,884.6878816619592,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1384.995759993904,Large,Rural,Basic,Snow,Holiday_Period_Yes,Low
0,Carrier_A,Standard,1877.8564841406276,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1344.7304189936362,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,785.6879077819866,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1101.8373715654943,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,675.6727622708811,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,1256.0913199580095,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,247.16963127240294,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Expedited,1872.4736974685266,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,1692.7773661102544,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Expedited,1389.2868450426631,Large,Rural,Premium,Clear,Holiday_Period_Yes,Low
0,Carrier_A,Standard,1666.5563855772643,Large,Urban,Basic,Snow,Holiday_Period_No,High
0,Carrier_B,Standard,1641.6145288237124,Medium,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_A,Standard,1158.5472409962642,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1808.5689971767433,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,749.6750398596562,Large,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_B,Standard,206.1146440309133,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,381.2458963082595,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,401.5241438973705,Large,Rural,Basic,Clear,Holiday_Period_Yes,Low
1,Carrier_A,Expedited,1571.6458257842737,Large,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,1353.8700676536341,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,280.46796658564693,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,174.40868729462414,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,496.0011411945974,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,545.6949066944944,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,388.29595120154886,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1657.050051544217,Medium,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_A,Standard,1219.7391414552599,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,404.23425245138276,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,1069.905076623251,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,927.6191747210044,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,597.179668830842,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1836.705877221282,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,39.472379021167654,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,1970.505342726302,Medium,Urban,Basic,Clear,Holiday_Period_No,High
